x,y,place,size,update,startdate,enddate,title,url
16.9704,40.7049,San Basilio,,2010/07/23,2010/07/23,2010/07/23,Incendi Puglia: vasto rogo in provincia di Taranto a San Basilio-Mottola,http://www.cronacalive.it/incendi-puglia-vasto-rogo-in-provincia-di-taranto-a-san-basilio-mottola.html
14.4439,37.42105,Aidone,,2010/07/24,2010/07/24,2010/07/24,"  Incendi, fiamme in area archeologica dell'Ennese ",http://www.hercole.it/index.php?option=com_content&task=view&id=19816&Itemid=111
8.2428,44.19552,Magliolo,9,2010/07/24,2010/07/24,2010/07/24,Incendio Magliolo: 9 ettari divorati dalle fiamme,http://www.ivg.it/2010/07/24/incendio-magliolo-9-ettari-divorati-dalle-fiamme-si-lavorera-per-tutto-il-pomeriggio/
9.2618,41.19308,Porto Pozzo,100,2010/07/24,2010/07/24,2010/07/24,"Incendi: fiamme in Gallura e nel Cagliaritano, case evacuate",http://www.ansa.it/web/notizie/regioni/sardegna/2010/07/24/visualizza_new.html_1875188103.html
11.109,42.90931,Versegge,,2010/07/24,2010/07/24,2010/07/24,"Toscana, fiamme nel Grossetano",http://www.tgcom.mediaset.it/mondo/articoli/articolo487116.shtml
12.9178,43.3407,Fabriano,,2010/07/24,2010/07/24,2010/07/24,Incendio nel parco della Gola della Rossa,http://www.ilrestodelcarlino.it/ancona/cronaca/2010/07/24/361205-incendio_parco.shtml
9.5367,39.4326,Muravera,2000,2010/07/25,2010/07/25,2010/07/25,"Muravera, gli incendiari attaccano due volte",http://lanuovasardegna.gelocal.it/dettaglio/muravera-gli-incendiari-attaccano-due-volte/2197860
9.3524,39.18406,Cala Regina,,2010/07/25,2010/07/25,2010/07/25,Incendi: canadair in azione a Cala Regina,http://www.ansa.it/web/notizie/regioni/sardegna/2010/07/25/visualizza_new.html_1875217895.html
15.3693,41.8646,Lesina,50,2010/07/25,2010/07/25,2010/07/25,"Incendi:fiamme sul Gargano,bruciati 50 ettari pini e macchia",http://www.ansa.it/web/notizie/regioni/puglia/2010/07/25/visualizza_new.html_1875243628.html
14.6236,36.9516,Comiso,65,2010/07/25,2010/07/25,2010/07/25,Vasto incendio tra Comiso e Ragusa distrugge 65 ettari di macchia mediterranea,http://www.corrierediragusa.it/articoli/cronache/comiso/9910-vasto-incendio-tra-comiso-e-ragusa-distrugge-65-ettari-di-macchia-mediterranea.html
18.3095,40.2152,Martano,25,2010/07/25,2010/07/25,2010/07/25,"VASTO INCENDIO NELLA ZONA DI MARTANO, COLPITI 25 ETTARI",http://www.lecceprima.it/articolo.asp?articolo=21855
16.0798,38.6766,Vibo Valentia,6,2010/07/25,2010/07/25,2010/07/25,Le fiamme distruggono sei ettari di macchi amediterranea,http://www.newz.it/2010/07/25/vibo-in-fiamme-sei-ettari-di-macchia-mediterranea/56362/
12.0804,42.4319,Viterbo,,2010/07/23,2010/07/23,2010/07/23,Quattro ore per domare l'incendio,http://www.tusciaweb.it/notizie/2010/luglio/23_37incendio.htm#
14.7311,37.6279,Centuripe,,2010/07/24,2010/07/24,2010/07/24,"Enna, vasto incendio vicino ospizio",http://www.tgcom.mediaset.it/cronaca/articoli/articolo487121.shtml
-8.4423,41.93691,Loureda,,2010/07/24,2010/07/24,2010/07/24,Fires: Firefighters dominate Loureda fire after more than ten hours of work,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1625880
-8.00719,41.49898,Alvite,,2010/07/24,2010/07/24,2010/07/24,Fires: Flames active in Vila Real and Viana do Castelo,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1625873
-8.8311,41.707,Viana do Castelo,,2010/07/24,2010/07/24,2010/07/24,"Fire: 265 men fighting fire in Viana do Castelo, Viseu, Braga and Porto",http://www.ionline.pt/conteudo/70578-incendios-265-homens-combatem-fogo-em-viana-do-castelo-viseu-braga-e-porto
-8.29838,41.64448,Ajude,,2010/07/24,2010/07/24,2010/07/24,"Fire: 265 men fighting fire in Viana do Castelo, Viseu, Braga and Porto",http://www.ionline.pt/conteudo/70578-incendios-265-homens-combatem-fogo-em-viana-do-castelo-viseu-braga-e-porto
-7.5415,41.0501,Sendim,,2010/07/24,2010/07/24,2010/07/24,"Fire: 265 men fighting fire in Viana do Castelo, Viseu, Braga and Porto",http://www.ionline.pt/conteudo/70578-incendios-265-homens-combatem-fogo-em-viana-do-castelo-viseu-braga-e-porto
-8.1666,41.2817,Monte,,2010/07/24,2010/07/24,2010/07/24,"Fire: 265 men fighting fire in Viana do Castelo, Viseu, Braga and Porto",http://www.ionline.pt/conteudo/70578-incendios-265-homens-combatem-fogo-em-viana-do-castelo-viseu-braga-e-porto
-6.9653,41.16207,Quintas do Corisco,,2010/07/24,2010/07/24,2010/07/24,Fires: Fire on the Mountain of Reboredo active in the district of Bragança,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1625995
-8.4095,41.8498,Arcos de Valdevez,,2010/07/25,2010/07/24,2010/07/24, Incêndios: Três fogos ativos em Portugal continental Fires: Three fires active in mainland Portugal ,http://aeiou.expresso.pt/incendios-tres-fogos-ativos-em-portugal-continental%3Df595729
-7.0757,41.6812,Lamalonga,,2010/07/24,2010/07/24,2010/07/24,Most active fires occurs in the District of Viana do Castelo,http://jn.sapo.pt/paginainicial/pais/concelho.aspx?Distrito%3DViana%2520do%2520Castelo%26Concelho%3DViana%2520do%2520Castelo%26Option%3DInterior%26content_id%3D1626138
-9.4349,38.6994,Cascais,,2010/07/25,2010/07/25,2010/07/25,Fires: Firefighters battle flames in the Sierra Malveira,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1626423
-8.444,41.90677,Sabadim,,2010/07/25,2010/07/25,2010/07/25,Fires: Five active fires in continental Portugal,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1626431
-8.2832,41.5788,Póvoa de Lanhoso,,2010/07/25,2010/07/25,2010/07/25,Fires: Three active fires in Portugal ,http://diariodigital.sapo.pt/news.asp?section_id%3D13%26id_news%3D461460
-8.60891,41.99852,Mondim de Cima,,2010/07/25,2010/07/25,2010/07/25,Viana do Castelo a braços com três incêndios,http://www.abola.pt/mundos/ver.aspx?id%3D215858
-7.68962,39.67421,Gavião de Rodão,,2010/07/25,2010/07/25,2010/07/25,Fire in woods in Vila Velha do Rodão fought over a hundred,http://dn.sapo.pt/inicio/portugal/interior.aspx?content_id%3D1626641
-8.0648,41.2738,Amarante,,2010/07/25,2010/07/25,2010/07/25,Fire: Four active fires in continental Portugal,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1626948
-8.5568,41.91,Paredes de Coura,,2010/07/26,2010/07/25,2010/07/25,Fire: Four active fires in continental Portugal,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1626948
-7.8876,41.16556,Mesão Frio,,2010/07/26,2010/07/25,2010/07/25,Seis incêndios activos no Norte e Centro do país,http://dn.sapo.pt/inicio/portugal/interior.aspx?content_id%3D1627096
-8.5378,41.14591,Gondomar ,,2010/07/26,2010/07/25,2010/07/25,Seis incêndios activos no Norte e Centro do país,http://dn.sapo.pt/inicio/portugal/interior.aspx?content_id%3D1627096
-8.3644,40.7359,Sever do Vouga,,2010/07/26,2010/07/25,2010/07/25,Seis incêndios activos no Norte e Centro do país,http://dn.sapo.pt/inicio/portugal/interior.aspx?content_id%3D1627096
-8.4283,43.36,A Coruña,4,2010/07/26,2010/07/26,2010/07/26,Extinguido un incendio cercano a un poblado chabolista de A Coruña,http://www.elmundo.es/elmundo/2010/07/26/galicia/1280164505.html
24.6481,60.2145,Espoo,,2010/07/26,2010/07/26,2010/07/26,Nuuksion metsäpalo sai alkunsa nuotiosta,http://www.hs.fi/kaupunki/artikkeli/Nuuksion%2Bmets%25C3%25A4palossa%2Bpaloi%2Bkuusi%2Bhehtaaria%2Bmaastoa/1135258848492%3Fref%3Drss&rurl=translate.google.com&twu=1&usg=ALkJrhjyzczegAm0gWCZBBXd6ftNUo7qBg
4.1435,43.6786,Lunel,11,2010/07/27,2010/07/26,2010/07/26,"Près de onze hectares partis en fumée, hier matin",http://www.midilibre.com/articles/2010/07/27/LUNEL-Pres-de-onze-hectares-partis-en-fumee-hier-matin-1323295.php5
2.8157,42.9391,Embres Castelmaure,15,2010/07/27,2010/07/26,2010/07/26,"80 pompiers, 6 avions ont stoppé net le feu à Embres",http://www.lindependant.com/articles/2010-07-26/15-hectares-de-garrigue-brulent-a-embres-et-castelmaure-221722.php
11.1578,43.0127,Roccastrada,30,2010/07/27,2010/07/24,2010/07/26,INCENDI: NEL GROSSETANO BRUCIATI OLTRE 30 ETTARI DI BOSCO,http://www.tgcom.mediaset.it/mondo/articoli/articolo487116.shtml
-7.9605,40.6574,Viseu,,2010/07/27,2010/07/26,2010/07/26,Viseu: Incêndio obriga ao encerramento do IP5,http://www.abola.pt/mundos/ver.aspx?id%3D216025
-8.7715,38.32013,Brejos da Carregueira,,2010/07/27,2010/07/26,2010/07/26,Incêndio quase obrigou a evacuação de aldeia turística,http://www.tvi24.iol.pt/sociedade/incendio-aldeia-evacuacao-montalvo-tvi24/1180407-4071.html
-8.5379,40.9256,Santa Maria da Feira,,2010/07/26,2010/07/26,2010/07/26,Incêndios mobilizam mais meios na Feira Fires mobilize more resources at the Fair ,http://www.oln.pt/noticias.asp?id%3D21300%26secc%3D1
-6.6506,40.70258,Castillejo de Martín Viejo,181,2010/07/28,2010/07/27,2010/07/27,Controlado un incendio en Salamanca que ha arrasado 181 hectáreas de arbolado,http://noticias.terra.es/2010/mundo/0727/actualidad/controlado-un-incendio-en-salamanca-que-ha-arrasado-181-hectareas-de-arbolado.aspx
-9.03763,43.11101,Vimianzo,27,2010/07/28,2010/07/27,2010/07/27,Controlado un incendio forestal en Vimianzo (A Coruña) que afectó a 27 hectáreas,http://www.xornal.com/artigo/2010/07/27/galicia/controlado-incendio-forestal-vimianzo-coruna-afecto-hectareas/2010072719315400497.html
-8.3584,42.2338,Covelo,17.7,2010/07/28,2010/07/27,2010/07/27,Controlled fire in Covelo in it that will burn for 17.7 acres,http://www.abc.es/agencias/noticia.asp?noticia%3D468156
-7.8876,41.16556,Mesão Frio,,2010/07/27,2010/07/25,2010/07/27,Quinze incêndios lavravam em Portugal continental às 10:30,http://www.google.com/hostednews/epa/article/ALeqM5hh-tu8fyBzEnvLT2mnSJD_vTfFVA
-8.3644,40.7359,Sever do Vouga,,2010/07/28,2010/07/25,2010/07/28,Incêndio em Sever do Vouga é o mais preocupante dos 11 activos,http://www.abola.pt/mundos/ver.aspx?id%3D216220
-8.4654,40.8396,Oliveira de Azeméis,,2010/07/28,2010/07/27,2010/07/28,"Incêndios: 11 fogos ativos em Portugal continental às 03:00, cerca de 600 bombeiros mobilizados",http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1628501
-8.2832,41.5788,Póvoa de Lanhoso,,2010/07/28,2010/07/25,2010/07/28,"Incêndios: 11 fogos ativos em Portugal continental às 03:00, cerca de 600 bombeiros mobilizados",http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1628501
-8.37562,40.99261,Lázaro,,2010/07/28,2010/07/27,2010/07/28,Incêndios na região Norte consomem mato sem pôr habitações em risco,http://www.publico.pt/Sociedade/incendios-na-regiao-norte-consomem-mato-sem-por-habitacoes-em-risco_1449109
-8.2666,41.04548,Castelo de Paiva,,2010/07/28,2010/07/27,2010/07/28,Incêndios na região Norte consomem mato sem pôr habitações em risco,http://www.publico.pt/Sociedade/incendios-na-regiao-norte-consomem-mato-sem-por-habitacoes-em-risco_1449109
-0.5548,38.2045,Santa Pola,,2010/07/28,2010/07/28,2010/07/28,Ya está controlado el incendio forestal de Santa Pola,http://www.rojoyazul.es/noticias/ya-esta-controlado-el-incendio-forestal-de-santa-pola/
-0.3165,39.0459,Simat de la Valldigna,,2010/07/28,2010/07/28,2010/07/28,Extinguido el incendio forestal en Simat de la Valldigna,http://www.rojoyazul.es/noticias/declarado-un-incendio-forestal-en-simat-de-la-valldigna/
-4.625,39.677,Los Navalucillos,,2010/07/28,2010/07/28,2010/07/28,Controlado el incendio forestal declarado en Los Navalucillos,http://www.elcorreo.com/agencias/20100728/mas-actualidad/sociedad/controlado-incendio-forestal-declarado-navalucillos_201007282142.html
-2.0716,37.4683,Taberno,15,2010/07/28,2010/07/28,2010/07/28,Controlado el incendio declarado en Taberno tras calcinar 15 hectáreas de pasto,http://www.europapress.es/andalucia/noticia-controlado-incendio-declarado-taberno-calcinar-15-hectareas-pasto-20100728211319.html
2.9993,42.1084,Vilopriu,100,2010/07/28,2010/07/28,2010/07/28,Controlado el incendio de Vilopriu que ha arrasado cien hectáreas,http://www.abc.es/agencias/noticia.asp?noticia%3D469814
26.98237,37.75675,Vathy,,2010/07/29,2010/07/28,2010/07/29,Μεγάλη πυρκαγιά σε δασική έκταση στη Σάμο,http://www.tanea.gr/default.asp?pid%3D2%26ct%3D1%26artid%3D4586863
23.7989,40.1317,Itamos,20,2010/07/29,2010/07/28,2010/07/28,Κάηκαν 200 στρέμματα δάσους,http://www.ethnos.gr/article.asp?catid%3D11424%26subid%3D2%26pubid%3D22482986
13.2757,37.67705,Chiusa Sclafani,,2010/07/28,2010/07/27,2010/07/28,"Incendi: vasto rogo nel palermitano, mezzi aerei in azione",http://palermo.repubblica.it/dettaglio-news/18:38/3816649
28.3607,37.23,Mugla,,2010/07/26,2010/07/26,2010/07/26,Muğla'da orman yangını,http://yenisafak.com.tr/Gundem/?i%3D270264
32.2588,38.15294,Beykavağı,,2010/07/28,2010/07/28,2010/07/28,Kadınhanı'nda orman yangını,http://www.memleket.com.tr/news_detail.php?id%3D73805
28.1505,37.3496,Yatağan,18,2010/07/28,2010/07/28,2010/07/28,Yatağan'daki orman yangını kontrol altında,http://www.cnnturk.com/2010/turkiye/07/28/yatagandaki.orman.yangini.kontrol.altinda/584976.0/
29.1233,36.6724,Fethiye,,2010/07/29,2010/07/28,2010/07/29,Fethiye'de orman yangını!,http://www.haberturk.com/yasam/haber/536962-fethiyede-orman-yangini
-8.2841,40.26979,Penacova,,2010/07/29,2010/07/28,2010/07/29,Mais de 200 homens combatem fogo em Penacova,http://www.abola.pt/mundos/ver.aspx?id%3D216325
-8.2784,41.2062,Penafiel,,2010/07/29,2010/07/28,2010/07/29,Incêndios: Quatro incêndios ativos em Portugal Continental,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1629578
-7.9893,41.2324,Nogueirinha,,2010/07/29,2010/07/28,2010/07/29,Incêndios: Quatro incêndios ativos em Portugal Continental,http://dn.sapo.pt/Inicio/interior.aspx?content_id%3D1629578
2.0156,41.3199,Viladecans,45,2010/07/29,2010/07/29,2010/07/29,"Controlado el incendio forestal en Viladecans, que ha quemado unas 45 hectáreas",http://www.lavanguardia.es/sucesos/noticias/20100730/53974125967/controlado-el-incendio-forestal-en-viladecans-que-ha-quemado-unas-45-hectareas.html
3.0792,43.1874,Narbonne,200,2010/07/29,2010/07/29,2010/07/29,Incendie de pinèdes entre Narbonne et la côte méditerranéenne: 200 ha brûlés,http://www.lindependant.com/articles/2010-07-29/un-feu-important-se-declare-dans-la-clape-223192.php
5.9228,43.1349,Toulon,5,2010/07/30,2010/07/30,2010/07/30,"L'incendie est maîtrisé par les pompiers, cinq hectares sont partis en fumée",http://www.laprovence.com/actu/faits-divers-en-direct/lincendie-est-maitrise-par-les-pompiers-cinq-hectares-sont-partis-en-fum
26.98237,37.75675,Kokkari,1000,2010/07/30,2010/07/28,2010/07/30,Σάμος: Ισχυρές πυροσβεστικές δυνάμεις στο Κοκκάρι,http://www.naftemporiki.gr/news/cstory.asp?id%3D1849267
9.0088,40.5904,Ozieri,25,2010/07/29,2010/07/29,2010/07/29,"Ore 17 e 41, l'incendio di Ozieri è stato domato. Distrutti 25 ettari",http://www.sassarinotizie.com/articolo-1320-ore_17_e_41_l_incendio_di_ozieri_e_stato_domato_distrutti_25_ettari.aspx
12.43047,41.9187,Roma,5,2010/07/29,2010/07/29,2010/07/29,Vasto incendio al Parco del Pineto,http://roma.corriere.it/notizie/cronaca/10_luglio_29/incendio-parco-pinero-trionnfale-1703484312921.shtml
14.9915,41.9918,Termoli,,2010/07/29,2010/07/29,2010/07/29,"Terribile rogo a Vallone Tondo, in volo elicotteri e Canadair",http://www.termolionline.it/notizie/terribile-rogo-tra-porticone-e-collemacchiuzzo-in-volo-anche-i-canadair-18566.html
17.1222,40.5899,Massafra,3,2010/07/29,2010/07/29,2010/07/29,Grosso incendio minaccia Massafra (Taranto): interrotta elettricità in zona,http://www.cronacalive.it/grosso-incendio-minaccia-massafra-taranto-interrotta-elettricita-in-zona.html
14.0485,42.32602,Rosciano,20,2010/07/30,2010/07/29,2010/07/30,INCENDI: IN FIAMME 20 ETTARI DI BOSCO E SOTTOBOSCO NEL PESCARESE,http://www.agi.it/l-aquila/notizie/201007300856-cro-raq1004-incendi_in_fiamme_20_ettari_di_bosco_e_sottobosco_nel_pescarese
12.6863,41.77581,Grottaferrata,10,2010/07/30,2010/07/30,2010/07/30,Il Tuscolo in fiamme,http://www.parks.it/news/dettaglio.php?id=10277
-8.0648,41.2738,Amarante,,2010/07/29,2010/07/25,2010/07/29,Incêndio em Amarante mantém-se com duas frentes activas,http://www.averdade.com/index.php?info%3DYTozOntzOjU6Im9wY2FvIjtzOjExOiJub3RpY2lhX2xlciI7czoxMDoiaWRfbm90aWNpYSI7czo0OiIyMzA4IjtzOjk6ImlkX3NlY2NhbyI7czoxOiI0Ijt9
-8.4864,40.9038,São João da Madeira,,2010/07/30,2010/07/29,2010/07/30,Chamas rodeiam S. João da Madeira,http://www.labor.pt/noticia.asp?idEdicao%3D240%26id%3D12531%26idSeccao%3D2569%26Action%3Dnoticia
-7.7885,41.5199,Ribeira de Pena,,2010/07/30,2010/07/29,2010/07/30,Ribeira da Pena e Amarante têm dois únicos fogos activos,http://www.abola.pt/mundos/ver.aspx?id%3D216501
-8.2841,40.26979,Penacova,,2010/07/30,2010/07/28,2010/07/30,Penacova voltou a ser fustigada pelas chamas,http://www.asbeiras.pt/?area%3Dcoimbra%26numero%3D84615%26ed%3D30072010
33.5369,35.0674,Athienou,40,2010/08/02,2010/08/01,2010/08/01,Σβήστηκε η μεγάλη πυρκαγιά στη νεκρή ζώνη στην περιοχή της Αθηένου,"http://www.philenews.com/main/1,1,22,0,42544-.aspx"
21.5184,61.1304,Rauma,1.5,2010/08/01,2010/08/01,2010/08/01,Metsäpalo oli ryöstäytyä käsistä Raumalla,http://www.ts.fi/online/kotimaa/150212.html
0.7517,48.9198,La Vieille-Lyre,30,2010/08/01,2010/07/31,2010/07/31,Le feu détruit plus de 30 hectares,http://www.paris-normandie.fr/actu/le-feu-detruit-plus-de-30-hectares
21.8044,38.29164,Kastritsi,,2010/08/01,2010/08/01,2010/08/01,Υπό μερικό έλεγχο οι πυρκαγιές στην Αχαΐα,http://www.enet.gr/?i%3Dnews.el.ellada%26id%3D189067
16.1038,40.9909,Spinazzola,150,2010/07/30,2010/07/30,2010/07/30,"Incendio sulla Murgia, tra Spinazzola ed Andria",http://www.andrialive.it/news/news.aspx?idnews=15102
18.1949,40.45585,Torre Chianca,,2010/07/30,2010/07/30,2010/07/30,Incendio a Torre Chianca: case sfiorate dalle fiamme ,http://www.ilpaesenuovo.it/index.php?option=com_content&view=article&id=6459:incendio-a-torre-chianca-richiesto-intervento-del-canadair&catid=71:cronaca&Itemid=121
9.6552,39.9777,Lotzorai,30,2010/07/30,2010/07/30,2010/07/30,"Pomeriggio di fuoco a Lotzorai: case evacuate, distrutti 30 ettari",http://www.unionesarda.it/Articoli/Articolo/189972
9.27076,39.31005,Tasonis,,2010/08/01,2010/08/01,2010/08/01,"Sinnai, vasto incendio a Tasonis: vanno a fuoco centinaia di ettari",http://www.unionesarda.it/Articoli/Articolo/190176
14.2892,37.5697,Enna,,2010/07/30,2010/07/30,2010/07/30,"INCENDI: VASTO ROGO AD ENNA, MEZZI AEREI IN AZIONE",http://www.siciliaonline.it/index.php?option=com_content&task=view&id=127941&Itemid=2
22.31357,38.12336,Lithopetra,,2010/08/01,2010/08/01,2010/08/01,Σε εξέλιξη δύο φωτιές στη Αχαΐα,http://www.madata.gr/epikairotita/social/71832.html
-6.4673,41.27247,Villarino,350,2010/07/30,2010/07/30,2010/07/30,Controlado un incendio intencionado que arrasó 350 hectáreas de matorral en Villarino (Salamanca),http://www.20minutos.es/noticia/779679/0/
0.8789,41.87322,Camarasa,,2010/07/31,2010/07/31,2010/07/31,A burning forest Camarasa (Lleida) requires a short 20 kilometers from the C-13,http://www.lavanguardia.es/buscador/resultados/20100731/53975480965/Un-incendio-forestal-en-Camarasa-Lleida-obliga-a-c.xhtml
-7.9842,41.9544,Muíños,20.3,2010/07/31,2010/07/30,2010/07/31,Extinguido un incendio forestal en el municipio ourensano de Muíños,http://www.europapress.es/galicia/noticia-extinguido-incendio-forestal-municipio-ourensano-muinos-20100731143711.html
-9.0354,43.1168,Vimianzo,29.5,2010/07/31,2010/07/31,2010/07/31,Controlado un incendio forestal en Vimianzo (A Coruña) que obligó a desalojar una casa y cortar una carretera,http://www.20minutos.es/noticia/780124/0/
-4.6498,39.6672,Los Navalucillos,,2010/07/31,2010/07/31,2010/07/31,"Se ha reactivado el incendio de Navalucillos , pero está controlado",http://www.elcorreo.com/agencias/20100731/mas-actualidad/sociedad/reactivado-incendio-navalucillos-pero-esta_201007312044.html
-7.90115,43.18141,Guitiriz,35,2010/07/31,2010/07/31,2010/07/31,Un incendio forestal arrasa 35 hectáreas de monte raso en Guitiriz,http://www.abc.es/agencias/noticia.asp?noticia%3D472952
1.2421,41.13596,Tarragona,102,2010/07/31,2010/07/30,2010/07/31,"Seis dotaciones de bomberos remojan la zona del incendio de Tarragona, ya controlado",http://www.20minutos.es/noticia/780336/0/
-15.5815,28.10032,Moya,4,2010/08/01,2010/08/01,2010/08/01,Controlado incendio forestal en Gran Canaria que quema cuatro hectáreas,http://www.abc.es/agencias/noticia.asp?noticia%3D473393
